Batsman,v Bowler,0s,1s,2s,3s,4s,5s,6s,7,Dismissal,Runs,Balls,SR
,AD Russell,1,2,0,0,1,0,0,0,,6,4,150
,PP Chawla,3,4,0,0,0,0,0,0,,4,7,57.14
,YK Pathan,0,3,0,0,1,0,0,0,,7,4,175
,Yuvraj Singh
,M Morkel,2,1,0,0,0,0,1,0,,7,4,175
,SP Narine,2,1,0,0,0,0,0,0,,1,3,33.33
,PP Chawla,5,3,0,0,2,0,0,0,stumped,11,10,110
,YK Pathan,0,2,0,0,0,0,0,0,,2,2,100
,AD Mathews
,UT Yadav,3,4,0,0,0,0,0,0,caught,4,7,57.14
,M Morkel,0,1,0,0,0,0,0,0,,1,1,100
,SP Narine,0,2,1,0,1,0,2,0,,20,6,333.33
,AD Russell,4,1,0,0,0,0,0,0,,1,5,20
,PP Chawla,0,2,0,0,0,0,0,0,,2,2,100
,KM Jadhav
,UT Yadav,2,1,0,0,0,0,0,0,caught,1,3,33.33
,SP Narine,3,0,0,0,1,0,1,0,,10,5,200
,AD Russell,0,1,0,0,0,0,0,0,,1,1,100
,NM Coulter-Nile
,UT Yadav,0,1,0,0,0,0,0,0,,1,1,100
,SP Narine,0,1,0,0,0,0,0,0,,1,1,100
,A Mishra
,UT Yadav,0,1,0,0,0,0,0,0,,1,1,100
,RV Uthappa
,DJ Muthuswami,2,1,0,0,1,0,0,0,caught,5,4,125
,NM Coulter-Nile,4,3,0,0,1,0,0,0,,7,8,87.5
,AD Mathews,0,1,0,0,0,0,0,0,,1,1,100
,G Gambhir
,DJ Muthuswami,7,1,0,0,3,0,0,0,,13,11,118.18
,NM Coulter-Nile,1,5,0,0,0,0,0,0,,5,6,83.33
,AD Mathews,2,6,0,0,5,0,0,0,,26,13,200
,Imran Tahir,4,8,0,0,0,0,0,0,bowled,8,12,66.66
,JP Duminy,0,1,0,0,0,0,0,0,,1,1,100
,A Mishra,0,5,1,0,0,0,0,0,,7,6,116.66
,MK Pandey
,DJ Muthuswami,3,0,0,0,0,0,0,0,caught,0,3,0
,SA Yadav
,NM Coulter-Nile,2,1,0,0,1,0,0,0,caught,5,4,125
,AD Mathews,0,2,0,0,0,0,0,0,,2,2,100
,Imran Tahir,0,4,0,0,1,0,0,0,,8,5,160
,JP Duminy,2,1,1,0,0,0,1,0,,9,5,180
,YK Pathan
,NM Coulter-Nile,3,0,0,0,3,0,0,0,,12,6,200
,AD Mathews,0,2,0,0,0,0,0,0,,2,2,100
,Imran Tahir,1,3,0,0,1,0,1,0,,13,6,216.66
,A Mishra,6,3,1,0,2,0,0,0,,13,12,108.33
,RN ten Doeschate
,Imran Tahir,0,1,0,0,0,0,0,0,,1,1,100
,A Mishra,0,0,1,0,0,0,0,0,,2,1,200
,AM Rahane
,Sandeep Sharma,2,3,2,0,1,0,0,0,,11,8,137.5
,Anureet Singh,3,5,0,0,0,0,1,0,,11,9,122.22
,MG Johnson,5,3,0,0,5,0,0,0,caught,23,13,176.92
,AR Patel,4,8,3,0,0,0,0,0,,14,15,93.33
,Shivam Sharma,1,3,2,0,0,0,1,0,,13,7,185.71
,GJ Maxwell,0,2,0,0,0,0,0,0,,2,2,100
,SR Watson
,Sandeep Sharma,8,2,0,0,0,0,0,0,,2,10,20
,Anureet Singh,3,2,0,1,2,0,0,0,,13,8,162.5
,MG Johnson,4,3,0,0,0,0,0,0,,3,7,42.85
,AR Patel,2,3,0,0,0,0,1,0,stumped,9,6,150
,Shivam Sharma,0,0,0,0,3,0,1,0,,18,4,450
,DJ Hooda
,Anureet Singh,0,1,0,0,0,0,0,0,,1,1,100
,AR Patel,0,1,0,0,0,0,0,0,,1,1,100
,Shivam Sharma,2,0,0,0,1,0,0,0,bowled,4,3,133.33
,GJ Maxwell,1,1,0,0,0,0,2,0,,13,4,325
,SPD Smith
,AR Patel,1,0,0,0,0,0,0,0,caught,0,1,0
,KK Nair
,Sandeep Sharma,1,2,0,0,0,0,1,0,,8,4,200
,Anureet Singh,1,0,0,0,0,0,0,0,caught,0,1,0
,MG Johnson,0,2,1,0,0,0,0,0,,4,3,133.33
,AR Patel,0,0,0,0,1,0,0,0,,4,1,400
,Shivam Sharma,0,1,2,0,1,0,0,0,,9,4,225
,JP Faulkner
,Sandeep Sharma,1,0,0,0,0,0,0,0,caught,0,1,0
,MG Johnson,1,1,0,0,0,0,0,0,,1,2,50
,STR Binny
,Sandeep Sharma,0,1,0,0,0,0,0,0,,1,1,100
,Anureet Singh,0,1,0,0,1,0,1,0,,11,3,366.66
,SV Samson
,Anureet Singh,0,1,0,0,1,0,0,0,,5,2,250
,M Vijay
,CH Morris,5,0,1,0,0,0,1,0,,8,7,114.28
,STR Binny,4,0,0,0,0,0,1,0,,6,5,120
,JP Faulkner,1,1,1,0,0,0,0,0,,3,3,100
,PV Tambe,0,2,1,0,0,0,0,0,,4,3,133.33
,V Sehwag
,STR Binny,3,1,0,0,0,0,0,0,,1,4,25
,SE Marsh
,CH Morris,4,1,0,0,0,0,0,0,,1,5,20
,STR Binny,1,0,1,0,1,0,0,0,,6,3,200
,JP Faulkner,1,2,1,0,1,0,0,0,,8,5,160
,PV Tambe,3,2,0,1,1,0,0,0,caught,9,7,128.57
,R Tewatia,3,4,3,0,2,0,2,0,,30,14,214.28
,DJ Hooda,0,3,0,0,0,0,1,0,,9,4,225
,SR Watson,0,2,0,0,0,0,0,0,,2,2,100
,GJ Maxwell
,PV Tambe,2,1,0,0,0,0,0,0,,1,3,33.33
,R Tewatia,3,0,0,0,0,0,0,0,caught,0,3,0
,DA Miller
,CH Morris,0,1,0,0,0,0,0,0,,1,1,100
,JP Faulkner,6,0,0,0,0,0,2,0,,12,8,150
,PV Tambe,0,3,1,0,0,0,0,0,,5,4,125
,R Tewatia,0,1,0,0,0,0,0,0,,1,1,100
,DJ Hooda,3,4,2,0,1,0,2,0,caught,24,12,200
,SR Watson,0,1,2,0,0,0,1,0,,11,4,275
,WP Saha
,CH Morris,1,1,0,0,3,0,0,0,bowled,13,5,260
,JP Faulkner,0,1,0,0,1,0,0,0,,5,2,250
,PV Tambe,0,1,0,0,0,0,0,0,,1,1,100
,AR Patel
,CH Morris,0,2,0,0,0,0,0,0,,2,2,100
,JP Faulkner,0,0,2,0,1,0,0,0,,8,3,266.66
,DJ Hooda,0,2,0,0,0,0,0,0,,2,2,100
,MG Johnson
,CH Morris,0,2,1,0,1,0,0,0,,8,4,200
,JP Faulkner,0,1,2,0,0,0,0,0,,5,3,166.66
,S Dhawan
,J Botha,3,7,0,0,0,0,0,0,,7,10,70
,M Morkel,4,6,0,0,1,0,0,0,,10,11,90.9
,SP Narine,2,2,1,1,1,0,0,0,,11,7,157.14
,YK Pathan,1,4,0,0,0,0,0,0,,4,5,80
,UT Yadav,1,4,0,0,1,0,0,0,,8,6,133.33
,PP Chawla,0,2,1,0,0,0,1,0,,10,4,250
,AD Russell,2,0,0,0,1,0,0,0,caught,4,3,133.33
,DA Warner
,J Botha,6,4,1,0,3,0,0,0,,18,14,128.57
,M Morkel,2,3,0,0,3,0,0,0,caught,15,8,187.5
,SP Narine,7,2,4,0,1,0,2,0,,26,16,162.5
,YK Pathan,1,4,0,0,1,0,1,0,,14,7,200
,UT Yadav,2,3,2,0,0,0,1,0,,13,8,162.5
,PP Chawla,0,1,0,0,1,0,0,0,,5,2,250
,RS Bopara
,M Morkel,2,1,0,0,0,0,0,0,caught,1,3,33.33
,SP Narine,0,1,0,0,0,0,0,0,,1,1,100
,NV Ojha
,M Morkel,0,1,0,0,1,0,0,0,,5,2,250
,UT Yadav,3,1,0,0,0,0,2,0,bowled,13,6,216.66
,MC Henriques
,UT Yadav,0,1,0,0,1,0,0,0,,5,2,250
,AD Russell,2,0,1,0,0,0,0,0,,2,3,66.66
,KL Rahul
,UT Yadav,3,0,0,0,0,0,0,0,,0,3,0
,RV Uthappa
,DW Steyn,2,3,1,0,0,0,1,0,,11,7,157.14
,B Kumar,0,3,0,0,1,0,0,0,,7,4,175
,P Kumar,0,1,0,0,1,0,1,0,,11,3,366.66
,KV Sharma,2,2,1,0,0,0,0,0,,4,5,80
,MC Henriques,1,1,0,0,0,0,0,0,caught,1,2,50
,G Gambhir
,DW Steyn,3,2,0,0,0,0,0,0,,2,5,40
,B Kumar,0,2,0,0,0,0,0,0,,2,2,100
,P Kumar,1,0,0,0,0,0,0,0,bowled,0,1,0
,MK Pandey
,DW Steyn,1,2,0,0,2,0,0,0,,10,5,200
,B Kumar,0,5,0,0,1,0,0,0,,9,6,150
,P Kumar,3,1,1,0,0,0,0,0,,3,5,60
,KV Sharma,0,1,0,0,0,0,0,0,,1,1,100
,MC Henriques,1,1,0,0,0,0,1,0,,7,3,233.33
,Bipul Sharma,1,1,0,0,0,0,0,0,,1,2,50
,RS Bopara,0,2,0,0,0,0,0,0,,2,2,100
,AD Russell
,DW Steyn,0,1,0,0,0,0,0,0,,1,1,100
,MC Henriques,1,0,0,0,0,0,0,0,,0,1,0
,Bipul Sharma,1,1,0,0,0,0,2,0,,13,4,325
,RS Bopara,2,1,0,0,1,0,0,0,caught,5,4,125
,YK Pathan
,B Kumar,2,2,0,0,0,0,0,0,caught,2,4,50
,P Kumar,1,0,2,0,0,0,0,0,,4,3,133.33
,SA Yadav
,B Kumar,0,2,0,0,0,0,0,0,,2,2,100
,DR Smith
,MA Starc,6,2,0,0,0,0,0,0,,2,8,25
,YS Chahal,2,2,1,0,1,0,1,0,,14,7,200
,HV Patel,4,2,0,0,1,0,0,0,caught,6,7,85.71
,D Wiese,3,1,0,0,1,0,2,0,,17,7,242.85
,BB McCullum
,MA Starc,2,0,0,0,1,0,0,0,,4,3,133.33
,YS Chahal,3,0,0,0,0,0,0,0,caught,0,3,0
,SK Raina
,MA Starc,1,0,0,0,0,0,0,0,,0,1,0
,YS Chahal,1,1,0,0,1,0,3,0,caught,23,6,383.33
,HV Patel,6,2,0,0,2,0,0,0,,10,10,100
,D Wiese,4,3,0,0,0,0,1,0,,9,8,112.5
,Iqbal Abdulla,1,2,1,0,1,0,2,0,,20,7,285.71
,MS Dhoni
,YS Chahal,2,1,0,0,0,0,0,0,caught,1,3,33.33
,HV Patel,0,1,0,0,1,0,0,0,,5,2,250
,D Wiese,0,2,0,0,1,0,0,0,,6,3,200
,Iqbal Abdulla,4,1,0,0,0,0,0,0,,1,5,20
,RA Jadeja
,YS Chahal,1,1,0,0,0,0,0,0,,1,2,50
,HV Patel,2,1,1,0,1,0,0,0,,7,5,140
,Iqbal Abdulla,1,0,0,0,0,0,0,0,caught,0,1,0
,F du Plessis
,MA Starc,0,2,0,1,2,0,0,0,,13,5,260
,YS Chahal,2,1,0,0,0,0,0,0,,1,3,33.33
,D Wiese,0,1,0,0,0,0,1,0,,7,2,350
,Iqbal Abdulla,2,4,0,0,2,0,0,0,,12,8,150
,DJ Bravo
,MA Starc,0,1,0,0,1,0,0,0,,5,2,250
,Iqbal Abdulla,2,0,0,0,0,0,0,0,caught,0,2,0
,R Ashwin
,D Wiese,1,0,0,0,1,0,0,0,caught,4,2,200
,Iqbal Abdulla,0,1,0,0,0,0,0,0,,1,1,100
,MM Sharma
,MA Starc,4,0,0,0,0,0,0,0,bowled,0,4,0
,D Wiese,0,2,0,0,0,0,0,0,,2,2,100
,A Nehra
,MA Starc,1,0,0,0,0,0,0,0,,0,1,0
,MS Bisla
,IC Pandey,4,0,0,0,2,0,0,0,,8,6,133.33
,A Nehra,4,2,0,0,0,0,0,0,caught,2,6,33.33
,MM Sharma,0,0,0,1,1,0,0,0,,7,2,350
,RR Rossouw
,A Nehra,3,2,0,0,0,0,0,0,bowled,2,5,40
,MM Sharma,1,0,1,0,1,0,1,0,,12,4,300
,V Kohli
,IC Pandey,3,4,0,0,0,0,0,0,,4,7,57.14
,A Nehra,4,2,1,0,0,0,0,0,caught,4,7,57.14
,MM Sharma,3,3,0,0,0,0,0,0,,3,6,50
,R Ashwin,1,1,0,0,1,0,1,0,,11,4,275
,RA Jadeja,4,6,1,0,1,0,1,0,,18,13,138.46
,DJ Bravo,1,1,1,0,2,0,0,0,,11,5,220
,KD Karthik
,IC Pandey,2,0,0,0,0,0,0,0,caught,0,2,0
,A Nehra,0,1,0,0,0,0,0,0,,1,1,100
,MM Sharma,3,2,1,0,0,0,0,0,,4,6,66.66
,R Ashwin,0,1,0,0,1,0,0,0,,5,2,250
,AB de Villiers
,IC Pandey,5,1,0,0,0,0,1,0,,7,7,100
,RA Jadeja,1,1,0,0,0,0,1,0,,7,3,233.33
,SN Khan
,IC Pandey,0,2,0,0,0,0,0,0,,2,2,100
,RA Jadeja,2,1,1,0,0,0,1,0,caught,9,5,180
,D Wiese
,A Nehra,3,1,0,0,0,0,0,0,,1,4,25
,MM Sharma,1,1,0,0,0,0,1,0,,7,3,233.33
,RA Jadeja,0,3,0,0,0,0,0,0,,3,3,100
,DJ Bravo,5,3,0,0,2,0,0,0,caught,11,10,110
,HV Patel
,A Nehra,1,0,0,0,0,0,0,0,caught,0,1,0
,MA Starc
,MM Sharma,0,2,0,0,1,0,0,0,,6,3,200
,DJ Bravo,0,3,0,0,0,0,0,0,,3,3,100
,MA Agarwal
,MJ McClenaghan,1,1,0,0,0,0,0,0,caught,1,2,50
,SS Iyer
,MJ McClenaghan,6,1,0,0,2,0,2,0,,21,11,190.9
,SL Malinga,6,3,1,0,1,0,0,0,bowled,9,11,81.81
,JJ Bumrah,1,3,1,0,2,0,1,0,,19,8,237.5
,Harbhajan Singh,3,7,0,0,1,0,2,0,,23,13,176.92
,HH Pandya,4,3,0,0,1,0,0,0,,7,8,87.5
,KA Pollard,1,4,0,0,0,0,0,0,,4,5,80
,JP Duminy
,MJ McClenaghan,4,1,0,0,0,0,0,0,,1,5,20
,SL Malinga,5,4,0,0,0,0,0,0,,4,9,44.44
,JJ Bumrah,3,5,1,0,1,0,4,0,,35,14,250
,Harbhajan Singh,2,7,2,0,0,0,0,0,,11,11,100
,HH Pandya,0,3,0,0,1,0,0,0,,7,4,175
,KA Pollard,0,4,0,0,1,0,2,0,,20,7,285.71
,AD Mathews
,MJ McClenaghan,2,0,2,0,2,0,0,0,caught,12,6,200
,SL Malinga,0,1,0,0,1,0,0,0,,5,2,250
,Yuvraj Singh
,SL Malinga,1,2,0,0,0,0,0,0,,2,3,66.66
,JJ Bumrah,1,0,0,0,0,0,0,0,caught,0,1,0
,KM Jadhav
,JJ Bumrah,0,1,0,0,0,0,0,0,,1,1,100
,LMP Simmons
,NM Coulter-Nile,6,1,0,0,2,0,0,0,,9,9,100
,DJ Muthuswami,2,1,0,0,0,0,0,0,caught,1,3,33.33
,JP Duminy,0,1,0,0,1,0,0,0,,5,2,250
,PA Patel
,NM Coulter-Nile,1,1,0,0,1,0,0,0,,5,3,166.66
,DJ Muthuswami,4,1,0,1,0,0,0,0,,4,6,66.66
,JP Duminy,1,1,0,0,2,0,0,0,,9,4,225
,AD Mathews,4,0,0,0,1,0,1,0,caught,10,6,166.66
,UBT Chand
,DJ Muthuswami,2,0,1,0,0,0,0,0,,2,3,66.66
,A Mishra,1,2,0,0,2,0,0,0,stumped,10,5,200
,S Nadeem,1,2,0,0,0,0,0,0,,2,3,66.66
,RG Sharma
,NM Coulter-Nile,1,0,1,0,0,0,0,0,caught,2,2,100
,A Mishra,3,6,1,0,0,0,1,0,,14,11,127.27
,S Nadeem,3,3,1,0,0,0,1,0,,11,8,137.5
,Imran Tahir,0,3,0,0,0,0,0,0,,3,3,100
,KA Pollard
,A Mishra,2,1,1,0,0,0,0,0,caught,3,4,75
,Imran Tahir,2,1,0,0,0,0,1,0,,7,4,175
,AT Rayudu
,NM Coulter-Nile,1,1,0,0,2,0,0,0,,9,4,225
,A Mishra,2,1,1,0,0,0,0,0,,3,4,75
,S Nadeem,2,4,0,0,0,0,1,0,,10,7,142.85
,Imran Tahir,3,2,1,0,1,0,0,0,caught,8,7,114.28
,HH Pandya
,Imran Tahir,1,0,0,0,0,0,0,0,caught,0,1,0
,Harbhajan Singh
,NM Coulter-Nile,2,2,0,0,0,0,1,0,,8,5,160
,AD Mathews,2,0,0,0,0,0,0,0,caught,0,2,0
,Imran Tahir,2,1,0,0,0,0,0,0,,1,3,33.33
,MJ McClenaghan
,Imran Tahir,1,0,0,0,0,0,0,0,caught,0,1,0
,SL Malinga
,NM Coulter-Nile,1,0,0,0,0,0,0,0,,0,1,0
,AD Mathews,2,1,0,0,1,0,0,0,,5,4,125
,Imran Tahir,4,1,0,0,0,0,0,0,,1,5,20
,AM Rahane
,MA Starc,2,1,0,0,0,0,0,0,,1,3,33.33
,Iqbal Abdulla,1,2,0,0,1,0,1,0,,12,5,240
,HV Patel,2,1,0,0,1,0,0,0,lbw,5,4,125
,SR Watson
,MA Starc,5,1,0,0,3,0,0,0,,13,9,144.44
,Iqbal Abdulla,5,2,0,0,0,0,0,0,,2,7,28.57
,HV Patel,1,1,0,0,0,0,0,0,,1,2,50
,YS Chahal,2,0,0,0,1,0,1,0,caught,10,4,250
,SPD Smith
,MA Starc,1,0,0,0,0,0,0,0,caught,0,1,0
,Iqbal Abdulla,0,3,0,0,0,0,0,0,,3,3,100
,HV Patel,0,3,1,0,0,0,0,0,,5,4,125
,YS Chahal,0,3,0,0,0,0,0,0,,3,3,100
,D Wiese,3,7,1,0,2,0,0,0,,17,13,130.76
,V Kohli,1,3,0,0,0,0,0,0,,3,4,75
,KK Nair
,Iqbal Abdulla,2,2,0,0,0,0,1,0,,8,5,160
,HV Patel,1,2,0,0,0,0,0,0,,2,3,66.66
,YS Chahal,0,2,0,0,0,0,0,0,,2,2,100
,D Wiese,0,3,0,0,0,0,0,0,,3,3,100
,V Kohli,0,1,0,0,0,0,0,0,,1,1,100
,DJ Hooda
,Iqbal Abdulla,1,0,0,0,0,0,0,0,bowled,0,1,0
,D Wiese,1,1,0,0,0,0,0,0,,1,2,50
,SV Samson
,Iqbal Abdulla,1,2,0,0,0,0,0,0,,2,3,66.66
,YS Chahal,3,0,1,0,0,0,0,0,bowled,2,4,50
,STR Binny
,MA Starc,2,1,0,0,0,0,0,0,caught,1,3,33.33
,HV Patel,3,1,0,0,1,0,0,0,,5,5,100
,YS Chahal,2,2,1,0,1,0,0,0,,8,6,133.33
,D Wiese,1,4,1,0,0,0,0,0,,6,6,100
,JP Faulkner
,MA Starc,0,2,0,0,0,0,0,0,,2,2,100
,HV Patel,1,2,0,0,0,0,0,0,caught,2,3,66.66
,CH Morris
,MA Starc,0,1,0,0,0,0,0,0,,1,1,100
,HV Patel,0,2,0,0,0,0,0,0,,2,2,100
,DS Kulkarni
,MA Starc,1,0,0,0,0,0,0,0,bowled,0,1,0
,HV Patel,0,1,0,0,0,0,0,0,,1,1,100
,PV Tambe
,MA Starc,2,2,0,0,0,0,0,0,,2,4,50
,CH Gayle
,CH Morris,5,1,0,0,2,0,1,0,,15,9,166.66
,DS Kulkarni,3,1,0,0,1,0,0,0,,5,5,100
,SR Watson,3,0,0,0,0,0,0,0,caught,0,3,0
,V Kohli
,CH Morris,1,6,0,0,0,0,0,0,,6,7,85.71
,DS Kulkarni,3,7,2,0,1,0,0,0,,15,13,115.38
,SR Watson,0,3,2,0,0,0,1,0,,13,6,216.66
,JP Faulkner,2,3,1,0,0,0,0,0,,5,6,83.33
,PV Tambe,3,7,2,0,0,0,2,0,,23,14,164.28
,AB de Villiers
,CH Morris,0,2,0,0,0,0,0,0,,2,2,100
,DS Kulkarni,1,4,1,0,0,0,0,0,,6,6,100
,SR Watson,3,4,1,0,1,0,0,0,,10,9,111.11
,JP Faulkner,1,2,1,0,2,0,0,0,,12,6,200
,PV Tambe,3,5,0,0,2,0,0,0,,13,10,130
,DJ Hooda,0,0,0,0,1,0,0,0,,4,1,400
,LMP Simmons
,TA Boult,5,2,1,0,2,0,0,0,,12,10,120
,B Kumar,2,1,0,0,0,0,0,0,,1,3,33.33
,DW Steyn,1,3,0,0,3,0,0,0,bowled,15,7,214.28
,P Kumar,5,6,0,0,0,0,0,0,,6,11,54.54
,KV Sharma,2,7,0,0,1,0,1,0,,17,11,154.54
,PA Patel
,TA Boult,0,2,0,0,0,0,0,0,,2,2,100
,B Kumar,6,1,0,0,2,0,0,0,,9,9,100
,DW Steyn,3,2,0,0,1,0,0,0,caught,6,6,100
,UBT Chand
,DW Steyn,1,0,0,0,1,0,0,0,,4,2,200
,P Kumar,1,1,0,0,0,0,0,0,caught,1,2,50
,RG Sharma
,P Kumar,0,3,0,0,1,0,1,0,,13,5,260
,KV Sharma,2,7,0,0,1,0,0,0,caught,11,10,110
,KA Pollard
,TA Boult,3,4,1,0,0,0,0,0,,6,8,75
,B Kumar,1,1,0,0,1,0,0,0,bowled,5,3,166.66
,DW Steyn,2,2,1,0,1,0,0,0,,8,6,133.33
,P Kumar,0,2,0,0,1,0,1,0,,12,4,300
,KV Sharma,1,2,0,0,0,0,0,0,,2,3,66.66
,AT Rayudu
,TA Boult,0,2,0,0,0,0,0,0,,2,2,100
,B Kumar,2,0,0,0,0,0,0,0,caught,0,2,0
,DW Steyn,1,1,0,0,1,0,0,0,,5,3,166.66
,Harbhajan Singh
,B Kumar,2,0,0,0,0,0,0,0,,0,2,0
,P Kumar,2,0,0,0,0,0,0,0,caught,0,2,0
,J Suchith
,TA Boult,0,1,1,0,0,0,0,0,,3,2,150
,B Kumar,0,0,3,0,0,0,0,0,,6,3,200
,R Vinay Kumar
,B Kumar,1,0,0,0,0,0,0,0,caught,0,1,0
,MJ McClenaghan
,B Kumar,0,1,0,0,0,0,0,0,,1,1,100
,S Dhawan
,Harbhajan Singh,3,1,0,0,4,0,1,0,,23,9,255.55
,MJ McClenaghan,8,1,1,0,2,0,0,0,caught,11,12,91.66
,SL Malinga,4,2,1,0,1,0,0,0,,8,8,100
,DA Warner
,Harbhajan Singh,2,0,0,0,1,0,0,0,,4,3,133.33
,SL Malinga,2,1,0,0,1,0,0,0,caught,5,4,125
,KL Rahul
,Harbhajan Singh,2,1,0,1,0,0,0,0,,4,4,100
,MJ McClenaghan,1,1,0,0,0,0,0,0,caught,1,2,50
,J Suchith,7,6,0,0,0,0,1,0,,12,14,85.71
,R Vinay Kumar,1,4,2,0,0,0,0,0,,8,7,114.28
,NV Ojha
,J Suchith,2,2,2,0,0,0,0,0,caught,6,6,100
,R Vinay Kumar,0,3,0,0,0,0,0,0,,3,3,100
,RS Bopara
,Harbhajan Singh,4,3,1,0,0,0,0,0,,5,8,62.5
,MJ McClenaghan,3,3,1,0,0,0,0,0,caught,5,7,71.42
,SL Malinga,1,2,1,0,0,0,0,0,,4,4,100
,J Suchith,0,3,0,0,1,0,0,0,,7,4,175
,R Vinay Kumar,2,2,0,0,0,0,0,0,,2,4,50
,GH Vihari
,MJ McClenaghan,0,2,0,0,0,0,0,0,,2,2,100
,SL Malinga,2,1,0,0,1,0,0,0,caught,5,4,125
,R Vinay Kumar,1,1,0,0,2,0,0,0,,9,4,225
,KV Sharma
,MJ McClenaghan,1,0,0,0,0,0,0,0,,0,1,0
,SL Malinga,2,0,0,0,0,0,0,0,,0,2,0
,R Vinay Kumar,1,0,1,0,0,0,0,0,,2,2,100
,P Kumar
,SL Malinga,2,0,0,0,0,0,0,0,bowled,0,2,0
,DW Steyn
,SL Malinga,1,0,0,0,0,0,0,0,caught,0,1,0
,B Kumar
,R Vinay Kumar,2,0,1,0,1,0,0,0,,6,4,150
,DR Smith
,Karanveer Singh,6,0,1,0,3,0,2,0,,26,12,216.66
,Anureet Singh,1,0,0,0,0,0,0,0,bowled,0,1,0
,BB McCullum
,Sandeep Sharma,7,1,2,0,4,0,1,0,,27,15,180
,Anureet Singh,1,3,1,0,0,0,1,0,,11,6,183.33
,MG Johnson,8,2,1,0,2,0,1,0,,18,14,128.57
,AR Patel,5,2,0,0,2,0,0,0,caught,10,9,111.11
,SK Raina
,Karanveer Singh,3,0,0,0,0,0,0,0,,0,3,0
,Sandeep Sharma,2,1,0,0,0,0,0,0,,1,3,33.33
,Anureet Singh,3,4,0,0,2,0,0,0,,12,9,133.33
,MG Johnson,1,3,0,0,0,0,0,0,,3,4,75
,AR Patel,0,5,0,0,2,0,0,0,,13,7,185.71
,MS Dhoni
,Karanveer Singh,2,2,4,0,0,0,1,0,,16,9,177.77
,Sandeep Sharma,2,2,0,0,0,0,0,0,,2,4,50
,Anureet Singh,1,3,1,0,0,0,0,0,,5,5,100
,MG Johnson,1,0,0,0,2,0,0,0,,8,3,266.66
,AR Patel,2,2,1,0,0,0,1,0,,10,6,166.66
,RA Jadeja
,Sandeep Sharma,0,2,0,0,0,0,0,0,,2,2,100
,Anureet Singh,1,2,0,0,1,0,0,0,,6,4,150
,MG Johnson,0,0,1,1,1,0,0,0,,9,3,300
,AR Patel,1,1,0,0,0,0,0,0,,1,2,50
,M Vijay
,IC Pandey,2,2,1,0,1,0,1,0,,14,7,200
,A Nehra,8,2,1,0,2,0,0,0,,12,13,92.3
,MM Sharma,2,0,0,0,0,0,0,0,,0,2,0
,RA Jadeja,3,3,0,0,1,0,0,0,,7,7,100
,R Ashwin,2,1,0,0,0,0,0,0,caught,1,3,33.33
,V Sehwag
,IC Pandey,1,1,0,0,0,0,0,0,caught,1,2,50
,SE Marsh
,IC Pandey,2,1,0,0,0,0,0,0,,1,3,33.33
,A Nehra,1,2,0,0,0,0,0,0,lbw,2,3,66.66
,MM Sharma,1,1,1,0,1,0,0,0,,7,4,175
,GJ Bailey
,A Nehra,1,1,0,0,0,0,0,0,,1,2,50
,RA Jadeja,1,0,0,0,0,0,0,0,caught,0,1,0
,DA Miller
,RA Jadeja,2,2,0,0,0,0,0,0,caught,2,4,50
,R Ashwin,4,1,0,0,0,0,0,0,,1,5,20
,WP Saha
,A Nehra,1,0,0,0,0,0,0,0,caught,0,1,0
,MM Sharma,2,1,0,0,0,0,0,0,,1,3,33.33
,RA Jadeja,1,4,0,0,0,0,0,0,,4,5,80
,R Ashwin,4,4,0,0,0,0,0,0,,4,8,50
,DJ Bravo,2,2,2,0,0,0,0,0,,6,6,100
,AR Patel
,RA Jadeja,2,2,0,0,0,0,1,0,,8,5,160
,R Ashwin,4,1,0,0,0,0,0,0,stumped,1,5,20
,MG Johnson
,RA Jadeja,1,0,0,0,0,0,0,0,caught,0,1,0
,R Ashwin,0,1,0,0,0,0,0,0,,1,1,100
,Anureet Singh
,A Nehra,4,1,0,0,0,0,0,0,,1,5,20
,MM Sharma,3,1,0,0,0,0,0,0,caught,1,4,25
,RA Jadeja,0,1,0,0,0,0,0,0,,1,1,100
,R Ashwin,0,2,0,0,0,0,0,0,,2,2,100
,DJ Bravo,3,5,0,0,0,0,0,0,,5,8,62.5
,Karanveer Singh
,MM Sharma,1,0,0,0,0,0,0,0,,0,1,0
,DJ Bravo,2,2,0,0,0,0,0,0,,2,4,50
,Sandeep Sharma
,MM Sharma,3,1,0,0,0,0,0,0,,1,4,25
,MA Agarwal
,MA Starc,5,1,0,0,0,0,0,0,,1,6,16.66
,VR Aaron,6,5,0,0,1,0,1,0,,15,13,115.38
,HV Patel,1,4,0,0,0,0,0,0,,4,5,80
,D Wiese,0,4,0,0,0,0,0,0,,4,4,100
,Iqbal Abdulla,3,3,0,0,0,0,0,0,stumped,3,6,50
,SS Iyer
,MA Starc,1,0,0,0,0,0,0,0,lbw,0,1,0
,JP Duminy
,MA Starc,3,0,1,0,1,0,0,0,,6,5,120
,VR Aaron,3,1,0,0,1,0,0,0,,5,5,100
,HV Patel,1,2,0,0,0,0,0,0,,2,3,66.66
,D Wiese,1,0,0,0,0,0,0,0,caught,0,1,0
,Yuvraj Singh
,VR Aaron,1,0,0,0,0,0,0,0,caught,0,1,0
,D Wiese,3,0,1,0,0,0,0,0,,2,4,50
,AD Mathews
,VR Aaron,1,0,0,0,0,0,0,0,caught,0,1,0
